Number of bedrooms,Number of bathrooms,Area,number of floors,Built Year,Price
4,3.25,8897,2,1991,429900
4,2.5,4400,2,2006,425000
3,2,12094,2,1982,424240
2,2.5,2034,2,1985,419000
3,1,3844,1,1928,412000
2,1.75,7680,1,1922,400000
3,3,7634,1,2001,400000
4,2.5,7545,2,2003,399950
3,1.75,6220,1,1954,395000
3,2.5,4400,1,1988,394000
3,2.25,8000,2,1975,385000
3,1,5400,1,1954,380000
3,1.5,7733,1,1941,375000
4,2,9822,1,1955,375000
2,1.5,1189,3,2000,371000
4,2,8890,1,1949,355000
3,1.75,9689,1,1976,354950
3,1,6628,1,1952,345000
4,2,10200,1,1963,335000
3,1,5965,1,1950,328000
2,1,8374,1,1984,325000
1,1,12426,1,1946,325000
4,2.5,8615,2,1998,324950
3,1,7500,1,1975,315000
3,2.5,3359,2,2000,310000
4,2.5,12085,2,1986,299500
3,2,6900,1.5,1955,285000
3,2.25,9560,2,1989,283748
3,2.25,915,2,2007,282000
3,1,12928,1.5,1942,279900
4,2.75,7350,1,1978,275000
3,2.25,7003,2,1996,269950
4,1,8401,1,1958,269000
3,1,4700,1,1942,267000
3,2,8959,1,1993,265000
3,2.5,7668,2,1991,265000
4,2.5,9656,2,1994,264950
3,2.25,8410,1,1991,252000
3,2.25,7414,1,1984,250000
3,1,26127,2,1975,250000
2,1,15190,1,1954,239000
2,1,7500,1,1941,235000
3,1,5000,1,1968,226000
3,1.5,8370,1,1977,224000
4,1.75,11664,1,1952,220000
3,2,11419,1,1989,205000
2,1,2500,1,1913,203700
2,1,8665,1,1938,200000
2,1,16030,1,1923,185000
3,2.5,2415,2,1983,165000
4,2.25,5658,2,1933,1300000
4,2.5,13684,2,1994,728000
4,3,12825,1,1989,625000
3,1.75,9900,1,1957,620000
3,3,4284,2,2004,453000
4,2.5,4301,2,2014,362865
2,2,7605,1,1992,230000
3,1.75,3520,1,1966,410000
4,2.5,9161,1,1975,325000
3,3,13085,2,1996,3100000
3,2,30456,1,1946,2200000
4,4,50621,2,2012,1410000
5,2.75,19447,2,1968,1320000
4,4,8709,2,2006,1050000
4,3.25,8587,3,2008,1000000
5,3,9450,2,1912,1000000
4,1.5,7680,1,1956,976000
4,2.5,23623,2,1997,962800
3,2.5,9808,2,2001,915000
3,2.25,9865,1,1966,910000
3,2.5,11535,1,1952,900000
3,2,3959,1,1931,861000
5,3.5,4120,2,1911,850000
4,2.75,87555,2,2004,849000
4,2.5,10841,1,1979,828000
4,2.5,3862,3,2008,820000
4,2.5,8820,1,1952,814000
2,2.5,17986,2,1943,811000
4,1.5,4000,1.5,1925,785000
3,1.75,18730,1.5,1946,775000
4,2.25,8616,2,1974,752500
4,2.75,6845,2,2003,734500
4,3,9703,2,2001,727000
3,1.75,11448,1,1949,710000
4,2.5,8580,1,1977,710000
3,3,1825,2,2002,660000
3,2.5,43608,2,2002,619000
4,2,6360,2,1945,615750
2,1,5562,1,1913,608000
3,2.5,18600,2,1979,605000
4,2.5,9825,1,1985,598000
4,2,4000,1.5,1927,597000
5,2,10150,1.5,1968,589000
3,1.5,5000,1.5,1912,585000
4,3.5,951,3,2008,580000
4,1,4000,1.5,1930,571000
3,2,3500,1.5,1909,554000
3,1.75,3561,1,1925,535000
5,1.75,8625,1,1959,534000
4,2.5,46609,2,1980,530000
3,2.5,7480,2,1992,530000
4,2,6099,1,1949,525000
3,1.75,2983,1.5,1929,524950
2,2,5969,1,1950,523500
3,2.25,11500,1,1972,515000
3,2.25,1312,3,2007,513000
3,2.5,5536,2,2003,507250
2,1,5000,1,1900,500000
4,2.25,12436,2,1984,500000
2,2.5,1157,2,2014,499000
3,2.5,5060,2,2006,477000
3,1.5,9038,1,1955,472000
4,2.75,990,2,2004,465000
3,1.75,7070,1,1980,460000
2,1.5,1079,3,2003,459500
3,2,9583,1,1964,453000
4,1.5,5444,1.5,1955,451000
3,1.75,5445,1,1957,450000
4,2.5,10880,1,1961,440000
2,1.75,3000,1,1906,439950
3,2,3072,1,1912,438500
3,2.25,7475,1,1983,425000
3,1.75,6127,1.5,1947,402000
4,2.5,9451,2,1993,397450
3,1,6125,1,1945,392000
2,1,7560,1,1947,380000
1,1,10585,1.5,1929,377000
3,1.5,10640,1,1976,374000
4,3,4838,1.5,1930,370000
3,2.75,7650,1,1958,370000
3,2.5,5700,2,2011,370000
4,2.5,5070,1,1979,365000
4,1.75,16980,1,1974,360000
2,2,3200,1,1945,360000
3,1,4681,1,1955,358000
4,2,13400,1,1957,350000
4,2.5,5006,2,2005,349950
3,2.5,7715,2,1991,349950
3,1.75,7128,1,1969,349500
4,2.5,10631,2,1999,338000
3,2,23512,1,1933,338000
4,2.5,6000,2,2001,335000
4,2.25,7490,2,1983,330000
4,2.5,8580,2,1991,330000
3,1,7200,1.5,1942,316000
4,2.5,3800,2,2006,305000
3,2.5,4200,2,2005,300000
2,1,8189,1,1948,298800
3,1.75,15246,1,1925,295000
3,2.25,7308,1,1968,290000
3,1.5,8100,1,1965,290000
2,1.5,1275,3,2008,290000
3,2.25,8375,2,1988,285167
4,1.5,15000,1,1946,270000
3,1.75,8009,1,1980,268000
1,1,2480,1,1919,267000
4,2,10212,1.5,1948,259950
4,2.5,11280,1.5,1961,252500
3,1.5,9216,1,1950,237000
3,1.5,7600,1,1971,235500
3,1,6000,1,1930,235000
3,1.75,8910,2,1988,229950
3,2.5,7490,1,1979,225000
3,1,6000,1,1968,213500
3,1,12070,1,1968,204000
3,1.5,8726,1,1956,195000
3,1.5,22764,1,1970,165000
1,0.75,9750,1,1948,145000
4,4,18851,2,2007,3200000
3,2.75,9050,1,1968,2000000
4,3,9687,2,1959,1700000
4,3.25,8114,2,2005,1620000
4,3.75,9979,2.5,2007,1060000
4,3,4000,3,1996,1050000
5,4.5,10404,2,2004,998000
4,2.75,7258,2,2006,920000
3,2.5,6000,1,1951,872500
4,2.5,9629,2,1999,806000
4,2.5,35225,2,1992,805000
4,2,2800,1,1922,800000
4,2.25,21115,2,1977,787888
3,1.75,6400,1,1957,779000
4,2.5,5979,2,2005,762500
4,2.5,10753,2,1991,756000
4,2,4520,1,1922,745000
6,2.25,10250,1,1959,740000
3,3.25,39370,2,1989,735000
4,3.5,87497,2,2001,728000
3,2,5100,1.5,1926,660000
5,2.5,10190,1,1960,657000
3,2.5,6720,2,2002,650000
4,3.5,118918,2,2008,637000
3,1,13000,1,1945,630000
3,2,3800,1,1927,627000
4,2.75,212639,2,1993,598600
3,2,6773,1,1984,595000
3,2.5,4797,2,1991,575000
4,2.5,5899,2,2012,569950
3,2.5,3211,2,2009,555000
5,1,262231,1.5,1900,550000
4,2.5,5954,2,2013,550000
3,2,5130,1,1915,549000
3,2,5600,1,1954,535000
3,2.5,35021,1,1986,525000
4,2.5,4950,2,2004,520000
4,2.5,4000,1.5,1905,518000
4,2.5,15067,2,2003,515000
2,2.25,1269,2,2015,500000
4,2.25,7210,1.5,1972,500000
4,2.5,6685,2,1998,500000
2,1.75,4220,2,2004,489000
2,1,3060,1,1918,480000
4,2.25,2370,2,1908,480000
5,2.5,8347,1,1975,474950
4,2.75,9820,1,1979,470000
4,2,3840,1,1924,459000
2,1,5000,1,1914,450000
3,1.75,4800,2,1912,448500
3,2.75,3703,2,2004,445000
4,1,4000,1.5,1922,440000
4,3,8171,2,1973,434000
2,2,12530,1,1959,431000
4,1.75,7724,1,1983,430000
3,1.5,5034,2,1922,430000
4,2.5,7200,2,2011,430000
2,1,13300,1.5,1921,425000
3,1.5,9680,1,1956,425000
2,1,4025,1,1922,420000
4,2.5,8626,2,2001,420000
3,2.25,21010,2,1995,420000
3,2.5,4926,2,2014,417000
3,1.5,9570,1,1941,414900
4,2.5,9030,1.5,1969,414000
3,2,9300,1,1952,410000
3,2.5,1114,3,2014,401500
3,1.75,9143,1,1960,400000
3,1.75,9211,1,1961,400000
3,1,7930,1,1950,399950
3,3,10479,2,1950,399000
2,2.5,3504,2,2000,380000
2,1.5,2102,2,1984,370000
3,2.5,12593,2,1997,364988
4,1.75,5712,1,1954,352000
2,1.5,10880,1,1924,348140
3,3.25,1882,2,2000,345000
5,2,8412,1,1946,344000
4,2.5,7205,2,1987,335000
3,1,12040,1,1954,325000
3,2,17600,1,1972,320000
3,2.25,1204,3,2007,317000
3,1.75,8400,1,1977,315500
3,2.5,6752,2,1994,310000
5,2.25,13132,1,1962,307700
3,2,5127,1,1990,297950
3,1.75,4057,1,1945,294010
3,1,10800,1,1972,290000
3,2.5,8304,1,1985,289000
3,2.5,6000,2,1993,282000
3,2.25,8287,1,1986,270000
3,2,8395,1,1991,269500
3,2.5,2250,2,2014,268000
3,1.75,8250,1,1954,265000
4,2.25,9100,1,1977,265000
3,1.75,5999,1.5,1985,265000
3,1,11884,1,1951,260000
3,2,9334,1,1981,257500
2,1,19965,1,1952,255000
4,2,8800,1,1977,254950
2,1,6000,1,1943,254000
3,2.25,10836,1,1981,252000
3,2,8400,1,1967,251000
3,2.25,15340,2,1997,250000
3,2.5,8400,2,1990,250000
3,1.75,9600,1,1966,240000
2,1,5100,1,1954,235000
2,1,7617,1,1936,235000
2,1,4500,1.5,1917,235000
3,1,7500,1,1978,230000
2,1,9000,1,1942,216000
4,1.75,12705,1,1971,212000
3,1,10200,1,1962,207000
3,1,10708,1,1969,205000
2,0.75,11429,1,1956,204950
2,1,4854,1,1922,174000
1,1,4400,1,1922,126000
4,3.5,9567,2,1946,1650000
4,3,6179,2,1926,1480000
4,3.75,41263,2,1990,1250000
4,3.5,16643,1,1995,1200000
4,3,6541,2,2007,1090000
4,3.5,6481,2,2014,1050000
3,2.5,5119,2,2014,1050000
4,3.75,361548,2,2000,979500
3,2.5,3750,3,2014,969950
5,3.25,14342,2,1968,951000
3,2,2975,2,1905,950000
3,2.5,8448,2,2000,950000
4,3.5,11200,2,2001,935000
4,3.5,3000,2,2008,905000
5,3,37169,2,1972,900000
2,1,12775,1,1908,825000
3,2.5,6240,1,1957,808000
4,2.75,231739,1.5,1999,780000
2,2.5,6750,1,2012,765000
4,1.75,5000,1.5,1917,720000
4,2.25,9780,1,1975,716000
3,2.5,18455,2,1977,699000
3,2.5,5497,2,2001,699000
2,1.75,1207,3,2007,695000
3,2.25,8327,1,1978,690000
2,1.5,115670,1.5,1991,645000
3,2.5,2550,3,1990,641250
4,1.75,16120,1,1969,640000
5,2.5,10087,1,1967,632000
3,2.5,3141,2,2003,625000
3,2.5,4550,1.5,1928,622500
4,2.5,3640,2,2005,599000
3,2.5,81892,2,1985,592000
3,2.75,3885,2,2002,572000
4,2.5,4602,2,2003,565000
4,2,9390,1,1957,552625
5,3.75,4943,2,2010,551000
4,2.25,40510,1,1969,545000
5,2.5,10189,2,2002,540000
4,2,7104,1.5,1945,537000
4,2.5,12138,1,1968,535000
4,2.75,10800,1,1997,516000
3,2.25,8400,1,1962,515000
4,2,12620,1,1972,500000
3,1.75,6360,1,1959,495500
3,2.25,7335,2,1983,492000
3,2.25,8588,1,1989,490000
3,2.5,4512,2,1988,475226
5,1.75,12342,2,1942,470000
4,2,17180,2,1977,470000
4,2.5,47958,1,1980,465000
4,1.75,50965,1,1959,457000
4,3,13140,1,1967,450000
4,3,6977,2,2003,449950
4,2.5,6000,2,2008,445000
4,1.75,8132,1,1974,442200
2,1,88327,1.5,1972,435000
3,2,128066,1,1994,427000
3,2,6346,1.5,1934,420000
3,2,1306,3,2001,418000
3,1,7771,1,1963,405000
3,3.25,1977,3,2001,401000
3,2.25,944,2,2007,388500
3,2.5,4200,2,2014,387865
4,2.5,11500,1,1967,380000
1,1,5250,1,1927,375000
4,2.25,11400,1,1974,375000
3,1.75,6600,1.5,1970,370000
3,2.5,9696,2,1987,365000
3,2.25,7614,1.5,1979,365000
4,2.5,6820,2,1997,365000
3,2.5,10800,2,1994,364250
3,3,9600,1,1981,355000
3,1.75,8173,1,1958,355000
3,1.75,18123,1,1983,350000
4,2,11200,1,1959,342000
3,1.75,10400,1,1977,340000
4,1,5900,1.5,1949,329950
3,2.5,7859,2,1988,309000
3,2.5,3381,2,2000,300000
3,1,20812,1,1927,300000
3,1.75,4850,1,1978,284000
3,1,7632,1,1920,278000
3,1,8144,1,1956,277000
3,2.25,9612,2,1994,277000
3,1.75,20700,1,1962,275000
3,1.75,7500,1,1947,270000
3,2.25,977,2,2008,268500
3,2.75,1793,2,2001,268000
5,2.25,8075,1.5,1969,265000
3,1,21303,1,1970,259875
3,1,5700,1.5,1953,238000
2,1,5600,1,1955,235000
4,2.5,8217,1,1987,234000
3,1.75,10164,1,1964,230000
3,2,5665,1,1986,225000
4,1,7000,1.5,1963,225000
3,1.5,9225,1,1955,212000
4,2,8288,1.5,1970,211000
3,1,7210,1,1963,210000
3,1.75,8000,1,1978,203000
4,1,6061,1.5,1945,150550
5,3.5,11979,1,2008,3170000
5,4.5,142725,3,2000,1610000
2,2.5,16637,1,1953,1440000
6,5.25,27490,2,2007,1280000
4,3.25,19842,2,1989,1200000
3,2.5,5100,2,2014,1100000
2,2.25,14864,1,1947,1070000
2,2,64468,1,1950,995000
5,3.25,7197,2,2012,995000
4,2.5,7024,2,2012,921800
5,2.5,5589,1.5,1910,915000
4,2.5,35062,2,1988,915000
3,2.75,7200,1,1960,902000
3,2.5,5414,2,1997,898000
4,2.5,11225,2,2005,885000
4,3.75,7904,3,1994,830005
2,2.5,8678,1,2008,740000
3,2,9732,1,1967,710000
2,2.5,5001,1,1972,707000
2,2.5,6600,1,2010,699800
4,2.5,30000,2,1981,682000
5,2.5,8968,1,1965,654000
3,1,8266,1,1953,650000
3,2.5,31798,1,1953,640000
4,2.5,6284,2,2013,636230
3,2.5,6341,1,1981,625000
2,1.75,4879,1,1924,577000
4,2.75,4521,2,2014,564950
3,1.75,3200,1.5,1901,550000
4,2.25,10000,1,1975,546800
4,1.75,8990,1,1956,545000
3,1.75,4080,1.5,1927,541000
3,2,7200,1,1967,514000
3,2.25,11585,1,1958,507000
4,2,12000,1,1998,505000
4,2.5,42646,1,1989,490000
3,2.25,1062,3,2014,490000
3,1.75,25157,2,1978,475000
3,2,8442,1.5,1927,456000
4,2.75,117378,1,1959,455000
3,1.75,61419,1,1967,450000
3,1.75,8400,1,1959,439995
3,1.75,7030,1,1965,439000
3,3,1884,3,2009,399000
2,2,8251,1,1941,393820
2,1,8164,1,1941,390000
3,1.75,10018,1,1962,389000
5,2.5,11340,2,1978,380000
5,1.5,9360,1,1968,375000
3,2.5,4244,2,2005,370000
4,1,9541,1.5,1961,370000
3,1.75,10000,2,1913,360000
5,2.5,9240,2,2015,357000
3,1.75,10710,1,1957,340000
5,2.75,6342,2,2013,326000
3,2.5,4500,2,2012,317750
4,1.75,8750,1,1967,300000
3,1.75,34500,1,1980,299500
4,3,7650,2,1964,295000
3,1.75,8400,1,1954,289000
2,1,4000,1,1918,286000
3,1.75,5000,1,1954,285000
2,1,10320,1,1943,270000
3,2.5,5000,2,2009,270000
4,2.5,5000,2,2004,265000
3,1.5,7885,1,1968,263000
3,2,14046,2,1933,259000
3,2.25,9516,1,1978,257000
3,1.5,6604,1,1918,255000
3,1.5,7384,1,1959,250200
3,2.5,2802,2,2004,250000
2,2,3300,2,2004,222000
4,1.5,8775,1,1979,215000
2,1,4500,1,1916,207100
4,1,11730,1,1960,199000
3,1,9920,1,1977,179900
2,1,5000,1,1948,107000
3,1.5,5120,1,1973,107000
4,3.5,23885,2,1996,2950000
4,2.25,20400,1,1966,1650000
4,2.5,7800,3,2002,1400000
4,3.5,15724,2,1994,1160000
3,1.75,12220,1,1965,907000
3,2,6360,1.5,1946,810000
3,2.5,9471,1,1956,800000
6,2.5,12000,1,1966,779000
4,2.75,15405,1,1968,769000
3,2.5,9822,2,1988,766000
4,2.5,4425,2,2006,693000
5,2.25,4000,1.5,1910,682000
5,3,8561,2,2003,673200
4,2.5,77550,1,1987,635000
3,1.75,153767,1,1976,585000
3,3,12556,2,1976,565000
2,2,1878,3,2004,548000
4,2.5,8504,2,1991,545000
4,2.75,6685,2,2014,533380
4,2.5,21806,2,1991,533300
3,1.5,3172,1,1946,524500
3,1.75,53578,1,1984,509900
2,1,5000,1,1916,505000
3,1,4360,1,1929,501000
3,1.75,10454,1,1978,483000
3,1.5,67269,1,1949,480000
2,1,7975,1,1946,475000
4,2.5,5038,2,2014,471275
2,2.25,1267,2,2010,461100
2,1,6000,1,1938,452000
3,1,4000,1.5,1923,438000
3,2,11067,1,1983,434900
3,2.25,7650,1,1975,419000
4,2.25,12650,1,1981,415000
3,1.5,9003,1,1955,415000
3,2.5,6500,2,2012,409000
4,2.5,9095,1,1972,405000
3,2.5,3425,2,1986,402000
4,2.5,5988,2,2008,400000
3,1.75,8775,1,1953,380000
3,2,9100,1.5,1939,370000
3,2.25,1028,2,2005,366000
2,1,8250,1,1955,365000
3,1.75,9150,1,1959,365000
5,2.5,7292,2,1990,339950
3,1.75,7500,1,1966,306000
4,2.5,52272,2,1978,290000
3,1.75,8000,1,1978,275000
3,2.25,7651,2,1986,273000
3,1.5,10115,1,1957,264950
3,2,5000,2,1951,260000
3,1.75,8511,1,1985,260000
3,1.75,8885,1,1980,244000
1,1,6350,1,1941,238000
3,1,7800,1,1954,229000
4,1.75,8000,1,1959,215000
3,1.75,10488,1,1952,194000
3,1,4480,1,1924,642000
5,3.25,7578,2,2011,890000
5,1.75,38125,1,1947,380000
4,2.5,8628,2,1994,348450
3,2,5000,2,1931,1100000
3,2.25,11060,1,1964,898000
4,2.5,4011,2,2005,583000
3,2.25,9969,1,1985,450000
3,1.5,4590,1,1949,438924
3,2.25,9370,1,1992,289950
4,3.25,25470,2,1923,2950000
4,5,7440,2,2004,1880000
4,3.75,9231,3,2001,1440000
4,2,14810,2,1954,993000
3,1.5,8710,1,1953,888000
4,2.25,4000,2,1910,883000
4,2,10800,2,1925,855000
4,3.25,14219,2,1979,825000
4,3.5,8059,2,2012,801000
3,3.5,10223,2,1994,795000
2,2.5,6928,2,1949,787500
5,2.75,9130,2,2004,772500
3,1,6516,1.5,1935,750000
3,1.75,8285,1,1956,750000
4,2.75,3840,1.5,1922,749500
5,3.5,16952,2,1991,738000
4,2.5,5951,2,2003,728000
3,2.5,16996,2,1992,725000
3,2,3000,1,1931,710000
3,1,5355,2,1929,707900
4,3.5,6175,2,2001,700000
4,3,6175,2,2001,680000
4,3,15535,1,1961,650000
4,2.25,18295,1,1979,645000
3,2.5,3744,1.5,1929,643002
3,2.25,175982,1,2004,635000
3,3.5,1349,3,2009,635000
4,2.75,8400,1,1976,610000
4,2.5,11870,1,1968,605000
3,1.5,13751,1,1951,572000
3,1.5,10203,1,1946,570000
3,2.5,217805,1,1999,565000
5,1,3240,1.5,1914,544500
3,2.5,9972,2,2006,539000
4,3,5580,2,1949,530000
4,2.5,14810,1,1977,515000
2,1,3750,1,1909,500000
3,1,6120,1,1941,485000
3,1,3600,1,1906,477000
3,1.5,5280,1.5,1947,475000
3,1,4600,1,1942,460000
3,1.75,7270,1.5,1953,453500
3,1,8800,1,1968,447000
3,2.25,7371,1,1979,425000
3,1.75,6000,1,1952,420000
4,2.5,6322,2,2011,416000
3,2.5,1991,3,2014,412000
3,2.5,3200,2,1999,410000
4,3,7163,2,2003,409950
3,2.25,7125,1,1974,392000
2,1,5400,1,1948,389100
3,2.25,1598,3,2008,385000
3,1,7740,1,1909,384950
3,2.25,39848,1,1958,380000
3,2.5,1064,3,2004,375000
3,3.25,1442,3,2006,358000
4,1,8400,1,1969,351000
4,3,16133,1,1959,350000
4,2.25,8580,2,1992,338150
5,3,3868,1,1990,333800
2,1,4533,1,1929,330000
5,1,27350,1,1958,320000
3,1.75,14250,1,1979,316500
3,2.5,2614,2,2005,300000
3,2,169448,1,1962,300000
4,2.5,3600,2,2006,296000
3,2.5,5025,2,2010,294900
4,1.75,6720,1,1954,285000
4,2.75,9658,1.5,1966,275436
3,1.75,7210,1,1974,273148
3,1.5,8375,2,1927,270000
3,2.5,9743,2,1996,269950
2,1,8612,1,1953,269000
2,1,8125,1,1943,261000
3,3,9600,1,1988,245000
4,1,24000,1.5,1947,235000
3,1,7500,1,1965,230000
3,2.5,2550,2,2005,207000
4,1,7980,1.5,1944,165000
3,1,8400,1,1959,105000
4,2.25,22863,2.5,1907,2350000
4,3.25,20388,2,1990,1350000
4,3.25,26162,2,1997,1210000
4,2.5,10602,2,1999,1140000
4,2.5,6820,2,1947,998000
5,2.75,7062,2,2014,919950
3,2.5,7200,3,1996,836500
4,2.5,52707,2,1999,813000
4,3,4560,1.5,1925,785950
3,1.75,5600,1,1941,779000
3,2.25,4200,1.5,1939,727000
4,2.5,29163,2,1993,715000
4,2.75,41811,1.5,1995,710000
4,3,9318,2,2001,705000
3,1.75,7668,1,1968,700000
5,3.25,9780,2,2007,695000
3,1.75,4400,1,1941,690000
4,3.5,47480,2,2003,665000
3,2.5,15536,1,1996,665000
3,1.75,858,2,2014,620000
3,2.5,3128,2,2009,615000
3,2.5,3667,2,2008,605000
3,2.25,5562,2,1979,600000
2,1.75,5562,1,1916,597000
4,2.5,4080,1.5,1912,591500
3,2.5,4799,1,1996,589000
3,2.5,4337,2,2004,589000
4,2.5,6479,2,2005,585000
3,1.75,5500,1,1953,577000
2,1,5040,1,1961,555950
2,1,11165,1.5,1921,549000
3,2.5,1845,3,2009,545000
3,2.5,5000,3,1990,540000
2,1.25,1569,2,2009,540000
3,2,209088,1,1993,539000
2,2,5133,1.5,1939,535000
2,2.5,2983,2,2006,530000
2,2.25,1210,2,2005,522500
4,2.5,9750,2,1983,518000
3,2.25,54014,1,1962,514000
3,1.5,11250,1,1955,499950
3,3,1850,2,2007,497000
2,1.5,6250,1,1937,495000
2,2.25,1137,3,2007,481000
3,2.5,4488,2,1999,480000
4,1.5,7800,1,1928,477000
4,1,6000,1.5,1950,475000
3,1.5,13457,1,1959,475000
3,2.25,990,3,2008,467000
3,2.25,50965,1,1979,460000
3,2.5,3827,2,2005,449000
3,2.5,4670,2,1998,441500
4,1.5,6460,1,1970,435000
3,1,4160,1.5,1926,425000
2,1,5368,1,1953,420000
2,1,3200,1,1910,415000
3,2.5,6054,2,2005,410000
2,1,7440,1,1948,408000
5,2,8230,1.5,1962,407500
3,2.25,1448,3,2005,407000
3,2.25,14258,2,1987,400000
3,1,6947,1,1947,390000
3,2.25,4667,2,2009,382000
3,3.25,1468,2,2009,380000
2,1,4050,1,1950,375000
4,2.5,13445,2,1990,360000
3,2.5,3584,2,2003,345000
3,2.5,5992,2,2001,345000
4,2.25,24700,2,1974,340000
2,1,7250,1,1943,330000
3,2.25,8379,2,1994,328000
4,2.25,4500,2,2004,321000
3,2.25,8909,2,1988,318000
6,3.5,5840,2,1979,317000
1,1,6000,1,1918,310000
3,2.25,7350,1,1980,298700
3,1.75,10742,1,1971,296000
3,1.75,41550,1.5,1933,295500
4,3,7264,2,1920,265000
4,2,8400,1,1962,258750
3,2.5,6930,2,1994,258000
3,1,7850,1.5,1910,257000
3,1,5000,1,1960,249900
3,2.5,2138,2,2005,237000
3,1,6120,1,1937,225000
5,4.75,13873,2,1989,3300000
4,3.75,34982,2,1998,1680000
6,3.25,14150,2,1936,1250000
2,3,3600,2,1927,1050000
4,4.25,19168,2,1944,980000
6,2.25,11180,1,1962,887000
6,2.5,12978,1,1967,838300
3,2,2640,1,1914,808250
4,2.25,8734,2,1961,802000
3,2.5,23550,1,1987,770000
4,2.5,10764,1,1971,765000
4,1.75,7960,1,1955,735000
4,2.5,6600,2,2000,666500
3,2.5,5000,1.5,1918,666000
3,2,6440,1,1940,651000
4,1.75,7350,1.5,1958,645000
3,2.75,3600,2.5,1901,625000
4,3,4140,1.5,1902,624000
5,3.5,5008,2,2013,616950
4,1.75,9848,1,1967,606150
5,1.75,53578,1,1976,575000
4,2.5,6181,2,2000,568500
5,3.5,11675,1.5,1948,565000
3,1.75,383328,1.5,1980,560000
3,2.5,7584,2,1988,555000
4,3,5000,2,1916,550000
4,3.5,6005,2,2010,540000
4,2.5,9248,2,2011,540000
3,1,40259,1,1977,535000
3,1.75,7770,1,1967,530000
3,2,17700,1,1965,530000
5,1.75,8580,1,1962,528000
4,2.25,19436,2,1987,527000
4,2.5,39049,1,1953,515000
3,1,6000,1,1950,507000
3,1.5,217800,1,1981,505000
3,2.5,1545,3,1998,504500
3,2.5,1728,3,2000,499000
3,2.25,8446,2,1978,469000
5,3.5,9497,2,2014,450000
1,1,6567,1,1940,440000
4,2.5,1994,2,2014,439990
3,2.25,4551,1.5,1928,439000
4,2.5,8545,2,2004,438000
3,2,5040,2,1977,434900
3,1.75,9450,1,1919,433500
3,2,2250,2,1988,422500
3,2,15426,1,1968,406430
3,1,7210,1,1963,383001
3,1.75,11224,1,1947,375000
1,1,533610,1.5,1950,375000
3,1.75,7811,1,1976,373000
4,2.75,9426,1,1965,368000
3,2.5,1761,3,2003,365000
3,2.75,955,2,2004,362000
3,2.25,1087,2,2005,355000
3,2.25,10290,2,1984,350000
3,1,10800,1,1959,350000
2,1.75,1066,2,2006,335000
4,1,9384,1.5,1948,325000
1,1,1942,1,2009,325000
3,1,9750,1,1968,322500
4,2.5,7093,2,1999,310000
3,2,6092,1,1998,295000
3,1,4268,1,1953,285000
5,2.25,13000,1,1961,277554
3,1.5,7620,1,1956,275000
3,2.25,10000,2,1988,266750
4,2.25,7524,2,1978,263850
3,2,8069,1,1990,240000
5,1,19040,1,1961,230000
3,2,7332,1,1987,230000
3,2,9900,1,1943,229000
4,1.5,7944,1.5,1961,219000
3,1,22443,1,1972,201000
1,1,5000,1,1908,185000
1,1,4560,1,1922,170000
3,1,6776,1,1952,150000
2,1,6426,1,1944,100000
5,3.75,9240,2,1991,1580000
3,3.25,8505,2,1922,1500000
3,2.75,38869,1.5,1963,1340000
4,2.75,7750,1,1958,1100000
4,3.25,11200,2,2002,1030000
4,3.25,982998,2,1992,998000
3,3.75,34412,2,1978,998000
4,2.5,183387,2,2000,975000
6,1,5000,1.5,1920,950000
5,2.5,96574,2,1988,930800
4,1.75,5400,1,1924,863000
4,2.5,6315,2,2000,852500
4,2.75,13412,2,1993,835000
3,3.25,7639,2,1999,817500
4,4,6000,1,1962,777000
5,2.25,13630,2,1989,749999
4,2,4400,1.5,1922,740000
3,2.5,9916,2,1989,700000
3,3.75,3600,1.5,1927,695000
3,3.25,12100,2,1984,695000
4,3,4400,1,1921,665000
3,1.5,5040,2,1907,659000
4,2.5,9517,1,1984,655000
4,2.5,3139,1,1940,650000
3,2,17006,2,1913,649000
3,2,7104,2,1945,643500
3,1.75,20588,1,1970,625000
6,3,31920,1,1980,624500
3,1.75,8117,1,1978,583500
4,2.5,8190,1,1971,569500
3,2.25,8800,1,1969,565000
3,2.5,5500,2,1983,562000
3,3,5040,2,2005,552100
3,2.5,1889,3,2009,540000
3,1.5,4290,1,1955,525000
4,2,10735,1.5,1967,525000
5,2.75,8861,1,1979,519000
4,1.75,9600,1,1955,508450
4,2.5,18001,2,1994,500000
3,2.25,7447,2,1985,500000
3,2.5,9015,2,1990,485000
6,4.5,7500,1.5,1966,482500
3,1,6360,1,1954,460000
3,1.75,8250,1,1960,460000
4,1,7689,1,1977,456000
5,2.25,28212,1.5,1978,455000
3,2.5,43733,2,1991,454000
4,2.5,9017,2,2013,447500
3,2.25,205603,2,1983,437500
4,2.5,6000,2,2000,428400
3,2.25,1486,2,2006,419700
2,1,4323,1,1942,405000
4,2.5,9136,2,1997,405000
4,2.5,13780,2,1993,403950
6,3,15600,1,1977,400000
3,2,2506,1,2003,395000
3,2.5,4515,2,2005,389000
4,1.75,11090,1,1962,383000
2,2,4447,1,2004,381000
3,1.75,9417,1,1936,375000
4,2.25,7245,1,1950,375000
4,1.75,6834,1.5,1948,375000
2,2.25,1695,2,2009,374000
4,2.5,8666,2,1992,370000
